age,income,loan_amount,savings_balance,missed_payments,loan_duration,debt_to_income,savings_ratio,default
37,1616,718,4850,5,4,0.4440321583178726,6.7454798331015295,1
28,1668,2800,1570,1,7,1.6776512881965249,0.5605141021063905,1
33,1008,1132,836,2,16,1.1219028741328048,0.7378640776699029,1
48,371,2343,4989,2,15,6.298387096774194,2.1284129692832763,1
23,4326,2954,3938,4,18,0.682690085509591,1.3326565143824027,1
36,4342,1413,2286,4,17,0.3253511397651393,1.6166902404526167,1
54,4425,946,3405,5,5,0.21373700858563036,3.5955649419218587,1
21,2599,2965,2670,3,8,1.1403846153846153,0.9002022926500337,1
64,1845,2023,4112,0,11,1.0958829902491873,2.0316205533596836,1
21,257,2711,4747,3,5,10.507751937984496,1.7503687315634218,1
37,1329,733,4355,5,15,0.5511278195488721,5.933242506811989,1
27,1553,2826,1627,1,15,1.8185328185328185,0.5755217545100814,1
41,967,1117,1866,2,9,1.1539256198347108,1.6690518783542039,1
52,4095,107,204,3,7,0.026123046875,1.8888888888888888,1
43,882,1492,3579,2,10,1.6896942242355606,2.3971868720696583,1
54,3654,1168,3174,2,10,0.319562243502052,2.715141146278871,0
55,2208,2491,791,3,9,1.127659574468085,0.31741573033707865,1
38,3342,1880,4092,3,21,0.5623691295243793,2.175438596491228,1
57,1990,2943,3747,4,9,1.4781516825715721,1.272758152173913,1
56,1677,1742,1105,5,6,1.0381406436233611,0.633964429145152,1
38,1085,1316,1090,5,12,1.2117863720073665,0.8276385725132878,1
27,4106,948,1607,0,15,0.2308254200146092,1.6933614330874605,0
55,4692,1480,1839,4,6,0.31536330705305776,1.2417285617825793,1
63,1738,161,3397,0,21,0.09258194364577343,20.969135802469136,0
21,2273,1185,66,3,12,0.521108179419525,0.05564924114671164,1
62,512,2569,4779,5,9,5.007797270955166,1.8595330739299611,1
37,1010,1917,1278,5,7,1.8961424332344214,0.6663190823774765,1
34,2435,732,4158,0,5,0.30049261083743845,5.672578444747613,0
24,3057,891,813,1,4,0.29136690647482016,0.9114349775784754,0
21,2963,2698,402,4,13,0.9102564102564102,0.14894405335309374,1
46,2232,1400,2002,4,12,0.6269592476489029,1.4289793004996432,1
31,1707,2753,4166,4,15,1.6118266978922717,1.5127087872185911,1
20,4745,1554,2925,5,9,0.3274336283185841,1.8810289389067525,1
41,2770,1238,2993,2,12,0.446770119090581,2.4156577885391446,0
54,2094,1811,1086,5,6,0.8644391408114559,0.5993377483443708,1
33,2905,624,4340,2,22,0.21472814865794906,6.944,0
21,796,2120,2566,5,18,2.6599749058971143,1.2098066949552098,1
41,2347,998,4488,3,22,0.4250425894378194,4.4924924924924925,1
51,815,2310,771,5,8,2.8308823529411766,0.3336218087408048,1
47,1147,886,3672,3,11,0.7717770034843205,4.139797068771139,1
35,4851,1460,3248,2,15,0.3009068425391591,2.223134839151266,0
36,4573,2526,1669,4,9,0.5522518583296896,0.6604669568658489,1
48,3964,272,1556,2,20,0.06860025220680958,5.6996336996337,0
36,2213,1099,2958,0,16,0.496386630532972,2.689090909090909,0
63,3897,1910,1151,4,7,0.4899948691636737,0.6023024594453166,1
36,690,163,1217,5,15,0.23589001447178004,7.420731707317073,1
39,4550,1445,2231,5,10,0.3175126345858053,1.5428769017980637,1
41,2628,1074,4342,5,17,0.40852034994294406,4.039069767441861,1
62,741,165,3944,5,21,0.2223719676549865,23.759036144578314,1
29,1487,1966,2042,5,11,1.321236559139785,1.0381291306558211,1
47,1833,1722,705,2,8,0.9389312977099237,0.4091700522344748,1
55,3126,557,2669,3,16,0.17812599936040935,4.7831541218638,1
48,1552,1702,2113,2,12,1.0959433354797168,1.2407516147974162,1
53,4576,2600,2977,1,11,0.5680576797028621,1.144559784698193,0
36,1498,2057,4349,2,19,1.3722481654436292,2.1132167152575314,1
62,4167,1840,4378,4,15,0.44145873320537427,2.3780554046713744,1
53,4623,1549,422,5,19,0.33499134948096887,0.27225806451612905,1
47,2458,2059,2021,2,21,0.8373322488816592,0.9810679611650486,1
50,4847,2325,3793,3,15,0.47957920792079206,1.6306964746345658,1
35,2273,2054,4131,5,11,0.9032541776605101,2.01021897810219,1
45,901,379,530,0,3,0.42017738359201773,1.394736842105263,0
64,2119,2491,90,1,3,1.175,0.036115569823434994,1
28,2660,1140,3372,4,7,0.42841037204058624,2.955302366345311,1
62,4462,2443,1942,3,10,0.547389648218687,0.7945990180032734,1
50,4464,2349,3805,1,20,0.5260918253079507,1.6191489361702127,0
34,4524,1061,1240,2,6,0.23447513812154697,1.167608286252354,0
23,566,2831,1758,1,3,4.99294532627866,0.6207627118644068,1
21,727,2042,97,5,17,2.8049450549450547,0.04747919725893294,1
37,3918,1317,1479,5,22,0.33605511610104616,1.122154779969651,1
64,3809,474,4626,0,6,0.12440944881889764,9.738947368421053,0
44,4135,2011,1832,1,11,0.48621856866537716,0.9105367793240556,0
32,4819,134,2585,1,22,0.02780082987551867,19.14814814814815,0
23,2353,1492,3647,5,12,0.6338147833474936,2.4427327528466174,1
64,2108,2176,79,2,17,1.0317686107159791,0.03628847037207166,1
31,3212,874,4709,2,5,0.2720199190787426,5.381714285714286,0
28,4428,320,2223,4,4,0.07225107247685708,6.925233644859813,1
56,3222,2200,2569,2,7,0.6825938566552902,1.1671967287596547,1
26,3683,2938,1772,1,3,0.7975027144408252,0.6029261653623682,1
43,2920,2223,4518,0,13,0.7610407394727833,2.031474820143885,1
33,1970,593,1123,2,14,0.3008625063419584,1.8905723905723906,0
22,4313,1811,3811,5,5,0.4197960129809921,2.1032008830022075,1
27,1977,2264,3474,5,18,1.1445904954499495,1.533774834437086,1
20,4412,379,2623,4,16,0.08588261953319737,6.902631578947369,1
30,997,845,1403,4,14,0.8466933867735471,1.6583924349881796,1
60,3415,2911,2578,1,22,0.8521662763466042,0.8853021978021978,1
47,3988,2442,331,2,18,0.6121835046377538,0.13548915268112977,1
62,3176,1574,4748,2,23,0.495435945860875,3.0146031746031747,0
23,3937,1957,3608,4,10,0.49695276790248855,1.8426966292134832,1
34,1911,1641,739,2,19,0.8582635983263598,0.45006090133982946,1
62,952,1196,4606,1,19,1.2549842602308499,3.847953216374269,1
36,2669,2989,41,0,9,1.1194756554307117,0.0137123745819398,1
59,4169,1159,4980,5,17,0.27793764988009595,4.293103448275862,1
52,1592,2022,3878,1,11,1.2693032015065913,1.9169550173010381,1
63,2805,2105,1949,2,6,0.7501781895937277,0.9254510921177588,1
43,877,596,3460,1,10,0.6788154897494305,5.795644891122278,1
22,305,2353,2128,5,12,7.689542483660131,0.9039932030586236,1
46,3487,2573,4497,3,17,0.7376720183486238,1.7470862470862472,1
54,4953,143,2154,5,20,0.02886556318126766,14.958333333333334,1
37,2146,1951,1237,5,16,0.9087098276665114,0.6337090163934426,1
38,1295,2752,1766,3,7,2.123456790123457,0.6414820196149655,1
27,1982,553,1841,2,11,0.2788703983862834,3.3231046931407944,0
22,4741,694,505,2,15,0.14635175031632222,0.7266187050359713,0
53,3457,1456,1841,0,21,0.42105263157894735,1.2635552505147563,0
23,2197,606,4815,5,13,0.275705186533212,7.932454695222405,1
43,1761,893,1394,1,14,0.5068104426787742,1.5592841163310962,0
21,4206,120,256,0,5,0.02852388875683385,2.115702479338843,0
56,1875,1499,1720,2,4,0.7990405117270789,1.1466666666666667,1
56,1322,2767,1071,2,17,2.09145880574452,0.38692196531791906,1
52,4181,2561,1622,4,7,0.6123864179818269,0.6330991412958626,1
18,1501,1194,4992,0,9,0.7949400798934754,4.1774058577405855,1
41,1143,1527,2066,2,6,1.3347902097902098,1.3520942408376964,1
53,4750,1685,1069,3,7,0.35466217638391917,0.6340450771055753,1
23,1145,1914,450,4,18,1.6701570680628273,0.2349869451697128,1
58,800,1520,897,1,17,1.8976279650436954,0.5897435897435898,1
63,2900,436,4836,4,18,0.15029300241296104,11.066361556064074,1
61,1617,1767,3728,5,6,1.092088998763906,2.1085972850678734,1
48,1724,1009,81,5,8,0.5849275362318841,0.0801980198019802,1
37,3966,375,736,1,20,0.09452987143937484,1.9574468085106382,0
41,450,991,4174,3,5,2.197339246119734,4.207661290322581,1
42,1744,112,3944,1,7,0.06418338108882521,34.902654867256636,0
53,278,1126,2207,0,4,4.03584229390681,1.95829636202307,1
38,3323,1073,3948,1,18,0.32280385078219015,3.6759776536312847,0
47,1097,274,2002,1,8,0.2495446265938069,7.28,0
41,425,1508,1691,4,17,3.539906103286385,1.1206096752816435,1
61,1409,1725,1179,3,20,1.2234042553191489,0.683082271147161,1
59,2378,2043,2935,1,8,0.8587641866330391,1.4359099804305284,1
47,2879,2388,2515,0,15,0.8291666666666667,1.0527417329426538,1
39,3085,646,4948,4,15,0.20933246921581336,7.647604327666151,1
45,3006,2161,461,3,3,0.7186564682407716,0.21322849213691028,1
24,903,1318,2901,3,18,1.4579646017699115,2.199393479909022,1
52,2744,1520,116,2,6,0.5537340619307832,0.0762656147271532,1
45,2570,1554,1654,5,19,0.6044340723453909,1.0636655948553055,1
31,3481,2872,4561,0,20,0.8248133256748995,1.5875391576749043,1
27,4910,1533,1798,5,18,0.3121563836285889,1.1720990873533246,1
33,528,102,659,4,3,0.19281663516068054,6.398058252427185,1
33,4428,2838,3237,4,8,0.6407766990291263,1.1401902078196549,1
48,320,1942,2122,0,13,6.049844236760125,1.092125579001544,1
59,1164,846,3819,3,8,0.7261802575107296,4.5088547815820545,1
42,4424,2916,3343,1,19,0.6589830508474577,1.146040452519712,1
30,3875,971,2550,0,6,0.25051599587203305,2.623456790123457,0
23,2276,594,4890,4,16,0.2608695652173913,8.218487394957982,1
61,532,2564,1586,5,16,4.810506566604127,0.6183235867446394,1
26,3568,1514,4682,0,22,0.42420846175399274,3.09042904290429,0
62,1516,727,2747,3,10,0.4792353328938695,3.7733516483516483,1
53,1396,1175,634,2,4,0.8410880458124552,0.5391156462585034,1
60,3370,241,2882,2,7,0.07149213883120736,11.909090909090908,0
37,1629,1587,2811,1,6,0.9736196319018405,1.7701511335012594,1
35,555,145,4453,1,12,0.2607913669064748,30.5,0
60,4434,2991,4015,3,22,0.6744081172491545,1.3419117647058822,1
38,1726,2157,2739,5,23,1.2489866821077011,1.2692307692307692,1
21,4097,763,1884,1,5,0.18618838457784284,2.4659685863874348,0
50,228,672,1518,2,18,2.9344978165938866,2.2555720653789004,1
44,1213,2129,621,3,12,1.7537067545304779,0.2915492957746479,1
24,2902,1653,4577,3,17,0.5694109541853255,2.7672309552599756,1
23,1027,1721,1537,3,6,1.674124513618677,0.8925667828106852,1
32,4646,2796,2337,0,3,0.6016785022595222,0.835538076510547,1
35,2224,1012,1994,5,17,0.4548314606741573,1.968410661401777,1
49,498,739,2070,5,12,1.4809619238476954,2.7972972972972974,1
28,2065,2763,4901,1,22,1.3373668925459825,1.7731548480463097,1
37,4216,2845,4930,5,20,0.674650225278634,1.7322557976106816,1
41,2311,1008,2365,4,18,0.4359861591695502,2.34390485629336,1
32,954,2325,2845,2,23,2.4345549738219896,1.2231298366294068,1
24,969,968,3038,1,11,0.9979381443298969,3.1351909184726523,1
38,3935,1129,854,5,21,0.28683943089430897,0.7557522123893805,1
59,1438,952,2728,2,19,0.6615705350938151,2.862539349422875,1
43,2413,406,915,1,12,0.16818558409279205,2.248157248157248,0
61,2106,2695,4938,4,21,1.2790697674418605,1.8316023738872405,1
31,1764,2474,131,2,10,1.401699716713881,0.05292929292929293,1
54,1418,1916,1116,4,21,1.3502466525722339,0.5821596244131455,1
38,4801,494,3593,2,7,0.1028738025822574,7.2585858585858585,0
35,1557,2447,860,0,4,1.5706033376123234,0.35130718954248363,1
22,4039,848,293,0,17,0.2099009900990099,0.3451118963486455,0
20,1660,2432,2688,2,19,1.4641782059000603,1.1048088779284833,1
40,4185,429,999,2,12,0.10248447204968944,2.3232558139534882,0
43,1616,2197,2296,4,23,1.3586889301175016,1.0445859872611465,1
54,3053,2131,3685,5,23,0.697773411918795,1.7284240150093808,1
41,1628,872,286,3,4,0.5352977286678944,0.32760595647193586,1
36,4578,1745,449,2,11,0.38108757370604934,0.2571592210767468,0
42,4674,1832,2338,1,4,0.39187165775401067,1.2755046372067649,0
38,4493,477,3240,1,20,0.10614152202937249,6.7782426778242675,0
29,3262,1887,2703,1,14,0.5783021759117377,1.4316737288135593,0
58,3271,1723,3116,0,17,0.5265892420537898,1.8074245939675173,0
50,755,1099,4571,5,23,1.4537037037037037,4.155454545454545,1
21,555,1948,252,4,22,3.5035971223021583,0.129297075423294,1
59,1763,1661,1419,5,8,0.941609977324263,0.8537906137184116,1
24,3700,873,2336,0,20,0.2358821940016212,2.6727688787185353,0
39,1240,1183,1235,5,15,0.9532634971796938,1.0430743243243243,1
50,2886,1903,999,5,6,0.659161759612054,0.5246848739495799,1
34,4674,1198,3760,1,14,0.25625668449197864,3.135946622185154,0
41,4975,2150,4116,2,11,0.4320739549839228,1.9135285913528592,0
51,2753,1698,4411,1,4,0.616557734204793,2.596233078281342,1
45,1979,847,2611,5,18,0.42777777777777776,3.079009433962264,1
60,275,1571,1446,2,3,5.692028985507246,0.9198473282442748,1
58,4526,1864,2170,4,6,0.41175171195051913,1.1635388739946382,1
56,3519,2422,2921,3,17,0.6880681818181819,1.2055303342963268,1
39,2549,1653,3683,2,22,0.648235294117647,2.2267230955259976,1
34,2973,1715,2261,0,3,0.5766644250168124,1.3175990675990676,0
51,2462,2362,1945,1,22,0.9589930978481527,0.8231062209056285,1
23,3429,1608,4934,1,17,0.46880466472303206,3.0665009322560595,0
63,2316,428,1853,5,5,0.18472162278808804,4.31934731934732,1
23,592,2402,599,5,15,4.050590219224283,0.24927174365376611,1
51,1308,1510,4887,5,20,1.1535523300229182,3.2342819324950365,1
18,4562,225,4135,5,15,0.04930966469428008,18.29646017699115,1
27,810,866,3403,1,12,1.0678175092478421,3.9250288350634372,1
38,2975,1673,2990,2,22,0.5621639784946236,1.7861409796893668,0
22,4198,1327,4743,4,9,0.31602762562514886,3.5715361445783134,1
19,872,1295,4277,2,10,1.4833906071019474,3.3001543209876543,1
39,3877,1858,4360,0,3,0.4791129448169159,2.3453469607315762,0
19,230,316,2818,1,20,1.367965367965368,8.889589905362776,1
27,1600,1459,862,2,14,0.9113054341036851,0.5904109589041096,1
51,4271,1421,4527,1,20,0.3326310861423221,3.1835443037974684,0
33,816,931,4055,0,14,1.1395348837209303,4.350858369098712,1
56,4834,281,1219,3,22,0.05811789038262668,4.322695035460993,1
39,2986,433,3795,3,11,0.14496149983260798,8.744239631336406,1
29,1070,610,4604,3,4,0.5695611577964519,7.53518821603928,1
41,4396,482,4542,1,16,0.10962019558790084,9.403726708074535,0
64,3804,1996,527,2,6,0.5245729303547964,0.26389584376564845,0
57,1612,431,2922,1,17,0.2672039677619343,6.763888888888889,0
55,2939,1288,3204,4,19,0.4380952380952381,2.4856477889837083,1
27,1140,1365,1162,2,21,1.196319018404908,0.8506588579795022,1
52,540,999,4764,0,8,1.8465804066543439,4.764,1
49,3108,741,3564,5,11,0.23834030234802187,4.803234501347709,1
24,4333,1350,846,3,19,0.31149053991693587,0.6262028127313102,1
38,859,733,2117,2,17,0.8523255813953489,2.8841961852861036,1
37,2233,2598,3086,2,7,1.162936436884512,1.1873797614467103,1
43,1760,295,1770,3,20,0.16751845542305507,5.97972972972973,1
21,3657,1993,3283,0,6,0.5448332422088573,1.6464393179538617,0
63,1856,557,1825,1,23,0.2999461497038234,3.270609318996416,0
39,3175,929,3323,1,4,0.29250629722921917,3.5731182795698926,0
32,1249,2404,445,5,21,1.9232,0.18503118503118504,1
57,653,2156,1025,2,7,3.2966360856269112,0.47519703291608717,1
38,1904,2908,1771,3,6,1.526509186351706,0.608800275008594,1
32,2984,1324,1359,4,7,0.44355108877721944,1.0256603773584905,1
39,1018,986,18,0,21,0.9676153091265947,0.0182370820668693,1
45,212,492,560,1,15,2.3098591549295775,1.1359026369168357,1
31,4179,1775,471,0,18,0.4246411483253589,0.2652027027027027,0
44,1120,2546,27,0,14,2.2711864406779663,0.01060070671378092,1
58,2618,2478,559,5,11,0.9461626575028637,0.2254941508672852,1
57,1514,2627,2655,0,18,1.733993399339934,1.0102739726027397,1
45,3877,2281,3236,3,16,0.5881897885507994,1.418054338299737,1
43,2217,1015,4553,5,3,0.457619477006312,4.481299212598425,1
19,1428,1034,944,3,22,0.7235829251224632,0.9120772946859903,1
42,4992,454,3948,5,23,0.0909272982175045,8.676923076923076,1
20,2634,2731,3656,3,6,1.0364326375711574,1.3382137628111275,1
25,3068,1621,4963,5,11,0.5281850765721734,3.0598027127003697,1
61,2715,2772,3063,5,21,1.0206185567010309,1.1045798773891093,1
50,1638,2437,1979,2,16,1.486882245271507,0.8117309269893355,1
59,4364,2972,2716,3,14,0.6808705612829324,0.9135553313151699,1
52,3743,728,4921,2,6,0.19444444444444445,6.750342935528121,0
23,3375,2779,815,5,9,0.8231635071090048,0.2931654676258993,1
56,1981,1270,2326,1,19,0.6407669021190716,1.8300550747442959,1
40,2463,426,2330,5,3,0.1728896103896104,5.456674473067916,1
42,2169,1538,1002,1,16,0.7087557603686636,0.6510721247563352,1
60,411,2357,1542,1,17,5.720873786407767,0.6539440203562341,1
36,707,1521,4204,1,14,2.1483050847457625,2.76215505913272,1
22,531,1226,1229,1,14,2.3045112781954886,1.0016299918500406,1
28,750,2783,3305,3,8,3.7057256990679095,1.1871408045977012,1
29,1141,1880,2529,4,15,1.6462346760070052,1.3444976076555024,1
27,927,1631,1430,3,18,1.7575431034482758,0.8762254901960784,1
25,3062,2014,3912,4,16,0.6575253019915116,1.941439205955335,1
41,3443,1332,1532,3,9,0.3867595818815331,1.1492873218304576,1
45,848,2056,1892,1,18,2.421672555948174,0.9197860962566845,1
58,2937,2575,3124,0,11,0.8764465622872702,1.2127329192546583,1
53,2947,492,1421,5,16,0.16689280868385345,2.8823529411764706,1
54,1209,925,390,4,9,0.7644628099173554,0.42116630669546434,1
38,1750,2012,2818,0,14,1.1490576813249571,1.3999006458022851,1
25,1003,2495,1869,1,5,2.485059760956175,0.7487980769230769,1
26,4280,149,2960,4,16,0.03480495211399206,19.733333333333334,1
64,4509,1496,1195,0,21,0.33170731707317075,0.7982631930527722,0
32,4464,1150,2605,3,13,0.25755879059350506,2.263249348392702,1
63,3601,899,857,1,7,0.2495835646862854,0.9522222222222222,0
57,4441,1892,3227,3,15,0.4259342638451148,1.7047015319598522,1
35,4811,2796,1516,3,12,0.5810473815461347,0.5420092956739364,1
59,3361,1463,1153,1,9,0.4351576442593694,0.787568306010929,0
37,4748,2448,842,4,19,0.5154769425142135,0.34381380155165375,1
23,4355,1665,1682,5,18,0.3822314049586777,1.0096038415366146,1
29,727,2313,294,2,10,3.177197802197802,0.12705272255834055,1
19,3498,2463,644,2,19,0.7039154044012575,0.26136363636363635,1
24,1223,100,3633,5,15,0.08169934640522876,35.97029702970297,1
33,3934,1119,2135,1,13,0.2843710292249047,1.90625,0
20,632,1384,110,2,22,2.1864139020537126,0.07942238267148015,1
62,1376,162,583,5,20,0.11764705882352941,3.576687116564417,1
20,600,2630,3225,0,7,4.376039933444259,1.225769669327252,1
44,2304,1969,1486,5,8,0.8542299349240781,0.7543147208121828,1
60,3250,2369,4864,4,22,0.7286988618886496,2.052320675105485,1
57,2433,251,1648,5,16,0.10312243221035333,6.5396825396825395,1
55,2645,743,2381,3,14,0.2808012093726379,3.200268817204301,1
50,4900,725,105,3,6,0.14792899408284024,0.1446280991735537,1
45,3035,316,3553,1,9,0.10408432147562582,11.20820189274448,0
18,2713,295,1694,3,13,0.10869565217391304,5.722972972972973,1
25,1973,1114,1733,0,22,0.5643363728470111,1.5542600896860987,0
54,1296,2794,381,5,4,2.15420200462606,0.13631484794275492,1
49,1128,2855,2736,0,6,2.528786536758193,0.957983193277311,1
60,2151,1621,4356,1,9,0.7532527881040892,2.68557336621455,1
54,2173,1678,1316,3,3,0.7718491260349586,0.7837998808814771,1
21,1754,1180,2702,2,17,0.6723646723646723,2.287891617273497,1
47,2978,1627,4915,5,22,0.5461564283316549,3.019041769041769,1
23,4621,821,4074,2,10,0.17762873215058417,4.956204379562044,0
63,1194,1707,4804,4,7,1.4284518828451882,2.812646370023419,1
36,812,1859,906,1,16,2.286592865928659,0.4870967741935484,1
49,2793,1662,662,4,20,0.5948460987831067,0.39807576668671074,1
26,795,739,462,2,5,0.928391959798995,0.6243243243243243,1
29,1041,2253,2902,2,4,2.1621880998080614,1.287488908606921,1
28,4639,264,4680,2,18,0.056896551724137934,17.660377358490567,0
63,1058,314,942,4,16,0.29650613786591123,2.9904761904761905,1
33,644,1194,157,1,18,1.8511627906976744,0.13138075313807532,1
18,1988,189,3309,5,13,0.09502262443438914,17.41578947368421,1
62,4517,1895,1326,5,19,0.41943337760070826,0.6993670886075949,1
38,3654,1351,2717,0,5,0.36963064295485637,2.0096153846153846,0
47,4152,1202,2668,0,7,0.2894293281964845,2.217788861180382,0
30,4887,707,2568,2,5,0.14463993453355156,3.6271186440677967,0
51,1230,448,3392,1,17,0.36393176279447603,7.55456570155902,0
21,1495,345,2106,1,7,0.2306149732620321,6.086705202312139,0
45,2263,371,4799,3,5,0.16386925795053003,12.900537634408602,1
55,1647,2130,647,3,8,1.2924757281553398,0.3036133270764899,1
48,2245,502,3322,4,16,0.22350845948352627,6.604373757455268,1
44,4819,1565,2938,3,4,0.32468879668049794,1.876117496807152,1
22,3050,1295,2483,5,20,0.4244509996722386,1.915895061728395,1
42,4024,1179,4241,5,8,0.2929192546583851,3.5940677966101693,1
20,2268,1714,2906,4,7,0.755398854120758,1.694460641399417,1
50,3961,1226,3025,0,16,0.309439676930843,2.4653626731866343,0
21,2475,383,1375,2,19,0.15468497576736673,3.5807291666666665,0
42,2008,616,1823,1,13,0.30662020905923343,2.9546191247974067,0
37,1511,2765,244,0,3,1.8287037037037037,0.08821402747650037,1
51,4255,1401,2348,5,12,0.32918233082706766,1.6747503566333808,1
43,2651,711,867,0,11,0.2680995475113122,1.2176966292134832,0
22,1289,849,2861,4,22,0.6581395348837209,3.3658823529411763,1
52,1872,1392,479,2,14,0.7431927389215163,0.34386216798277097,1
45,3875,1956,2462,5,3,0.5046439628482973,1.258048032703117,1
46,4732,499,1935,4,20,0.10542995985632792,3.87,1
26,4554,1626,3373,0,14,0.35697036223929746,2.073140749846343,0
55,2203,2124,3021,1,4,0.9637023593466425,1.4216470588235295,1
23,4398,2233,3192,3,3,0.5076153671288929,1.4288272157564905,1
36,1324,419,87,4,3,0.31622641509433963,0.20714285714285716,1
61,1421,1155,1240,5,3,0.8122362869198312,1.0726643598615917,1
28,3060,435,572,0,14,0.14211042143090494,1.311926605504587,0
19,2473,2198,813,3,9,0.8884397736459175,0.36971350613915416,1
64,3190,273,178,3,6,0.0855531181447822,0.6496350364963503,1
61,2710,1741,1725,0,23,0.6421984507561785,0.9902411021814007,1
61,436,600,162,2,22,1.3729977116704806,0.26955074875207985,1
26,1344,2223,2640,0,6,1.6527881040892194,1.1870503597122302,1
38,3453,2463,1005,5,17,0.7130862767805443,0.40787337662337664,1
41,3982,1956,2348,1,3,0.49108712026110973,1.199795605518651,0
51,966,1996,2421,5,8,2.0641158221303,1.212318477716575,1
39,2881,1763,2755,3,16,0.6117279666897988,1.5617913832199546,1
20,2865,1818,4298,1,16,0.6343335659455688,2.3628367234744365,1
29,1959,1878,4142,4,12,0.9581632653061225,2.2043640234167112,1
45,3691,796,4558,3,9,0.21560130010834236,5.718946047678796,1
47,3015,831,3741,2,14,0.2755305039787798,4.496394230769231,0
43,3713,1194,4503,0,21,0.32148626817447495,3.7682008368200837,0
38,695,2813,1217,4,11,4.041666666666667,0.43248045486851455,1
45,3380,751,2474,5,5,0.22212363206152025,3.2898936170212765,1
43,4130,1194,929,1,6,0.28903413217138707,0.7774058577405858,0
50,2272,145,316,4,15,0.06379234491860977,2.164383561643836,1
38,537,1170,1502,2,12,2.174721189591078,1.28266438941076,1
52,4149,1545,420,0,16,0.372289156626506,0.2716688227684347,0
51,3308,2296,4358,4,8,0.6938652160773647,1.8972572921201567,1
58,2017,555,1449,5,10,0.27502477700693756,2.606115107913669,1
64,336,1762,427,1,21,5.228486646884273,0.24220079410096426,1
35,2755,1065,396,4,12,0.3864296081277213,0.3714821763602251,1
28,4615,2120,795,0,7,0.4592720970537262,0.37482319660537483,0
40,1115,968,106,5,7,0.8673835125448028,0.10939112487100103,1
39,3738,1628,4049,4,7,0.43541053757689224,2.4855739717618173,1
34,2300,1100,97,1,11,0.4780530204259018,0.08810172570390554,1
22,3107,873,1903,0,11,0.2808880308880309,2.177345537757437,0
61,3114,2391,3570,2,17,0.7675762439807383,1.4924749163879598,1
28,2182,2621,3301,2,11,1.200641319285387,1.2589626239511824,1
47,4070,2529,42,3,16,0.6212232866617539,0.016600790513833993,1
32,4728,1226,1577,4,8,0.2592514273630789,1.2852485737571313,1
44,3767,2636,4190,1,22,0.6995753715498938,1.5889268107698142,1
52,1198,1160,4283,4,10,0.9674728940783986,3.689061154177433,1
50,2347,1777,384,0,4,0.7568143100511073,0.21597300337457817,1
37,4894,1643,4914,3,7,0.3356486210418795,2.989051094890511,1
33,595,496,3471,1,19,0.8322147651006712,6.983903420523139,1
51,3798,2443,3577,4,12,0.6430639642011056,1.463584288052373,1
19,4710,206,3238,1,16,0.04372744640203778,15.642512077294686,0
52,1138,1053,1696,0,20,0.9244951712028094,1.6091081593927894,1
57,1836,2677,2134,3,3,1.457267283614589,0.7968633308439134,1
45,2924,1948,3892,1,4,0.665982905982906,1.9969214982042074,1
64,2710,1033,2536,0,6,0.38104020656584286,2.4526112185686655,0
56,4836,387,4321,2,15,0.08000826958858796,11.13659793814433,0
23,1849,805,2392,1,18,0.43513513513513513,2.967741935483871,0
26,3890,2143,4613,3,7,0.5507581598560781,2.1515858208955225,1
37,3635,1584,3815,5,12,0.43564356435643564,2.406940063091483,1
18,3401,314,295,5,19,0.09229864785420341,0.9365079365079365,1
25,4379,1404,413,1,13,0.32054794520547947,0.2939501779359431,0
40,4566,2879,1995,1,7,0.6303919421940004,0.6927083333333334,1
20,2491,2077,3,0,17,0.8334670947030498,0.0014436958614051972,1
21,4683,1582,177,4,6,0.3377455166524338,0.11181301326595072,1
42,413,1924,745,5,9,4.647342995169082,0.38701298701298703,1
64,3437,443,4354,4,12,0.12885398487492727,9.806306306306306,1
55,4062,293,651,5,6,0.07211420132906719,2.2142857142857144,1
32,258,257,3889,1,22,0.9922779922779923,15.073643410852712,1
38,3130,564,3271,3,7,0.18013414244650272,5.789380530973451,1
52,3171,2251,2482,3,7,0.7096469104665826,1.1021314387211367,1
63,1727,2181,289,5,13,1.2621527777777777,0.1324472960586618,1
31,322,2786,802,5,21,8.625386996904025,0.28776462145676357,1
53,3919,1849,2530,0,7,0.4716836734693878,1.3675675675675676,0
29,1636,2472,233,1,23,1.5100794135613929,0.09421754953497775,1
34,1362,2838,407,1,10,2.082171680117388,0.14336033814723495,1
56,3500,691,693,4,9,0.19737217937732077,1.0014450867052023,1
26,3545,2288,1169,0,10,0.6452340665538635,0.5107033639143731,1
52,2686,2621,4657,2,15,0.9754372906587272,1.7761250953470633,1
30,761,1154,2477,3,7,1.5144356955380578,2.1445887445887446,1
32,4181,983,431,3,20,0.2350549976087996,0.4380081300813008,1
35,1937,162,2544,1,11,0.08359133126934984,15.607361963190185,0
50,1104,1210,982,0,4,1.0950226244343892,0.8109000825763831,1
23,3754,403,3160,2,18,0.10732356857523302,7.821782178217822,0
44,4690,1184,3044,3,16,0.25239820933702833,2.568776371308017,1
40,1926,495,4992,0,19,0.2568759730150493,10.064516129032258,0
44,3123,433,3924,2,8,0.1386043533930858,9.04147465437788,0
51,3731,2933,3312,5,5,0.7859056806002144,1.1288343558282208,1
63,4106,510,4873,1,19,0.1241782322863404,9.536203522504893,0
